id	lemma	pos	synset	synset_lemma	synset_category	definition	exam_category	example
BG1248	фашист	noun	Synset('btbwn-018000726-n')	['фашистка', 'фашист']	noun.person	Привърженик на фашизма.	cds	[Този е по-долен фашист и от Хитлер.;Йовов, ти си един долен фашист и нямаш място в армията и в НАТО!;Вероятно значи, че участвалите в този митинг няма да забравят и да простят на убитите, които имаха някаква идея как да се развива държавата им. Идея, различна от тяхната, в която те се намесват. А щом е различна, значи те са фашисти.]
BG1162	фашистки	adj	Synset('btbwn-001000292-a')	['фашистки']	adj.pert	Който е свързан с политическо течение, което проявява силна диктатура, териториална агресия, национализъм и расизъм.	cds	[А над главите им, замаяни, кръжат самолети, хукнали и те да изсипват своето коварство върху беззащитните врагове на фашисткото мракобесие.;Бях запратила учебника си по учителката и я бях нарекла фашистко копеле. Не знаех какво точно означават тези думи, но пък знаех как се улучва движеща се мишена.;Какъв елит бе - дупе! Мръсни фашистки подлоги.]
BG2205	феодален	adj	Synset('btbwn-000007364-a')	['крепостен', 'феодален']	adj.all	Отнасящ се до или присъщ на обществения строй, при който селянинът е прикрепен към земята и е лично зависим от феодала, помешчика.	is	[Всеки път, когато някой има мнение, ти го смазваш с "как смееш!". Айде стига с този феодален тон – никой не ти е крепостен.;Плаши колегите с имейли в червено, отказва да говори човешки. Феодален господар в малък офис – велик в собствения си файл.;Забраняваш всичко, изискваш подчинение, не чуваш нищо. Не си баща, ти си феодален патриарх от 18-ти век.;Няма правила, има само неговата воля. Това не е фирма, това е феодално владение с шеф на трон и поданици.]
BG852	флиртаджия	noun	[no_synset]	[no_synset_lemma]	 	Човек, който (има склонност да) флиртува.	dmc	[Журналистът Антон Хекимян се оказа голям флиртаджия.;Той е изпечен флиртаджия и знае как да те оплете в мрежите си.;Изневерявала съм, е, не кой знае колко много, но бях голяма флиртаджийка, обичах да ме ухажват!]
BG2207	формалист	noun	Synset('btbwn-018002509-n')	['формалист', 'формалистка']	noun.person	Човек, който дребнаво и самоцелно държи на външната страна, на точно спазване на установени форми.	dmc	[Докато ти търсеше кой формуляр да попълним, хората чакаха решение. За теб е важно да е по правилник, дори когато всичко гори. Формалист до глупост.;Никой не те моли да нарушиш закона, просто да проявиш малко разум. Ти не търсиш ред - ти си формалист, който се крие зад параграфите, за да не поеме отговорност.;Целият ти проблем беше, че не бях написал заглавието с главна буква. Не ти пука за истината - интересува те само дали запетаята е на мястото си. Типичен формалист.]
BG1219	франкмасон	noun	Synset('btbwn-018000760-n')	['масон', 'франкмасон']	noun.person	Последовател на масонството, член на масонска ложа.	qas	[Ала не това е най-лошото – страната буквално гъмжи от цигани и франкмасони.;Има хиляди прекрасни хора, които никога в живота си не са виждали масонска ложа отвътре, и все пак са истински франкмасони, тоест либерално мислещи и просветени мъже, отдадени на изучаването на Природата и на моралния и интелектуалния прогрес на човечеството.]
BG1223	фундаментализъм	noun	Synset('btbwn-009000498-n')	['фундаментализъм']	noun.cognition	Събирателно наименование на крайно консервативни философски, морални и социални движения, следващи стриктни норми и принципи за разглеждане на дадена доктрина, а често пъти и проповядващо връщане към отминали (в исторически и културен план) принципи и ценности.	cds	[Всеки фундаментализъм е враждебен към заобикалящия го свят, защото именно той е изкривил истинския смисъл на словото Божие и е подлъгал вярващите.;Всяко различно мнение за теб е престъпление. Не можеш да водиш нормален разговор - ти си морален фундаменталист. Всичко извън твоите граници е "зло".;Всеки, който не е като теб, е "предател", "враг", "модерен боклук". Това не е патриотизъм - това е културен фундаментализъм.;Смяташ се за рационален, но не търпиш несъгласие. Твоят интелектуален фундаментализъм е също толкова тесногръд, колкото и на онези, срещу които говориш.]
BG1227	фундаменталист	noun	Synset('btbwn-018002718-n')	['фундаменталист']	noun.person	Привърженик, последовател на някакъв фундаментализъм.	cds	[Въпреки че е заклеймен от западните медии като "фундаменталист", лидерът на революцията в Иран през 1979 г. аятолах Хомейни е последовател на школата усули и поддържа принципите й срещу по-консервативните ахбари - негови съперници.;Под напора на ислямистките фундаменталисти - това уродливо дете на "Ал Кайда", обявили се за ИДИЛ (Ислямска държава в Ирак и Леванта), политически нестабилният Багдад загуби контрола си върху територията на Северен Ирак (където се намира и Киркук).;Проф. Владимир Чуков коментира по БНТ убиеца от Осло като християнски радикален фундаменталист. ;Общината се видя принудена да излезе с остра декларация, в която сравни подпалването на крепостта с унищожаването на културни паметници от талибаните и ислямските фундаменталисти в Афганистан.;Не ми сравнявайте ислямистите с евреите. На араби не трябва да се позволява да разполагат с ядрено оръжие. Утре някой фундаменталист ще го използва без да мисли.]
BG1228	фундаменталистки	adj	Synset('btbwn-001000717-a')	['фундаменталистки']	adj.pert	Който се отнася до фундаментализъм, до фундаменталист, който е присъщ на фундаменталист.	cds	[Чужди емисари от фундаменталистки секти могат да влязат в България заради Рамазана, който започва на 16 ноември и трае един месец, съобщиха мюсюлмани от Русе.;"Ислямска държава" като садистичен фундаменталистки фашизъм, родеещ се с мюсюлманското начало от VII-ми век.;Но тези държави са изостанали, фундаменталистки и нетолерантни – а Израел е много просветен и толерантен, нали?]
BG1428	фуста	noun	[no_synset]	[no_synset_lemma]	 	Прен. разг. Жена.	qas	[Дърта фусто, кой докарва кризи в последните 33 г.?;Много си залягал да гониш хайлайфни фусти и да хамалствуваш, малко си си седял вкъщи възпитание да трупаш.;Разбира се, не правят нищо подобно - селските фусти прииждат всекидневно на пълчища в софийсиките панелки с амбицията по криминален начин да придобият желания успех - без значение дали с вдигане на крака, дребно мошеничество, проституция, или........... хилядите други форми на измама.]
BG567	хайлазин	noun	Synset('btbwn-018000914-n')	['мързел', 'мързеливец', 'мързеливка', 'мързелан', 'мързеланко', 'мързелана', 'мързеланка', 'безделник', 'ленивец', 'ленивка', 'лентяй', 'лентяйка', 'лежач', 'хайлазин', 'канапчия', 'дембел', 'хайлаз', 'хългъзник', 'дембелин', 'лентьо', 'мръзльо', 'мръзла']	noun.person	Мързелив, ленив човек.	cds	[Черквата в България, колкото и добро да е направила, разврати този хубав наш народ, направи го хайлазин.;Пък неговият баща работи повече, отколкото неговият син хайлазин.;Баща му със сълзи на очи ме молеше: Развигоре, бе, говори му на тоя моя хайлазин, да си завърши театралното.]
BG1846	хайлайф	noun	[no_synset]	['хайлайф']	noun.group	Висшите кръгове от богаташи и аристократи в дадено общество, които смятат себе си за елит.	pr	[Ами то това е българският "хайлайф". Емемейци, плеймейтки и по някой позалязъл или изкуствено натрапен талант.;Поголовната мутризация на хайлайфа е придобила само един рекламно разкрасен лик (нали той държи парата за тези ловни трикове на превъплъщенията на вълка и за покриването му най-вече с бялата овча козина на народния любимец и избраник).;Неговата творба "Дамата с рентгеновите очи " се характеризира с необикновен и причудлив сюжет, който по твърде оригинален и неповторим начин, започвайки с пародия, минава в карикатура, после в гротеска и накрая с хипербола осмива едно общество, наречено хайлайф.;Виждаш се само в огледалото и в Instagram. Показваш лукс, който не е твой, и живееш за лайкове. Ти не живееш живот, ти живееш хайлайф илюзия.;Все едно дали си щастлив, важното е снимката да е перфектна. За теб няма смисъл, важно е само хайлайфът да изглежда добре.]
BG448	хаймана	noun	Synset('btbwn-018001712-n')	['безделник', 'безделница', 'лумпен', 'нехранимайко', 'хаймана', 'непрокопсаник', 'пройдоха', 'вагабонтин', 'хаирсъзин', 'бараба', 'хайта', 'панта', 'обесник', 'капасъзин', 'вагабонт', 'багабонтин', 'багабонт', 'непрокопсаница', 'обесница', 'нехранимайка', 'нехранимайковец']	noun.person	Човек, който не работи, не желае да работи и води празен живот, обикновено поради леност, мързел.	cds	[„За този хаймана, за този вагабонтин държавни пари не давам”, му казва министърът, който нито бил чел, нито бил чувал за стиховете на поета.;Ами, виж сега, аз почти не работя, с парите сме зле, имаме кредит към банката, синът ни е хаймана, живеем в двустайка, преустроен на тристаен, ти се бъхтиш по цял ден за стотинки - това е нашето положение.;Представа нямам защо тя още е тук, след като спря да я пазиш, но не мога да повярвам, че наистина ще изрече думите. Когато тя се венчае, ще бъде за доброто на Империята, а не защото някой хаймана като теб й е подарил кон или я е накарал да се усмихне.;Но има трикове..примерно основен литературен принцип е, че един герой не може, да кажем, да удари дете или да изостави жена в беда и да остане положителен. Може да е пияница, побойник и хаймана и пак да си е положителен.]
BG320	хаос	noun	Synset('btbwn-026000323-n')	['каша', 'бъркотия', 'хаос']	noun.state	Неприятна, трудна ситуация или положение.	qas	[С теб не може да се работи! Всеки път, когато ти поверим нещо, всичко се обърква. Ти си пълен хаос! Вместо да решаваш проблеми, създаваш нови.;Слушам те и нищо не разбирам. Едно казваш вчера, друго днес. Главата ти е пълен хаос - как изобщо взимаш решения?;Не е само, че не можеш да си подредиш работата. Гледам те - връзките ти се разпадат, не знаеш какво искаш, не можеш да се справиш с нищо. Хаос си не само в работата, но и в живота.]
BG2346	хетера	noun	[no_synset]	[no_synset_lemma]	 	Книж. В стара Гърция — жена от висшето общество с артистични способности, която водела свободен и разпуснат живот.	om	[Бракониер умира при извършване на престъпление и оставя хетерата си с малко дете на ръце и продънена бангия на улицата.;Когато се обособихме като "затворено" общество - вече нямаше нужда да прескачаме телените огради на луксозния концлагер, се появи и... партийна хетера.;Също и за още по-разтворимите крака на поп-фолк хетерите и водещите по телевизиите.]
BG1416	хиена	noun	[no_synset]	[no_synset_lemma]	 	Хитър и лукав човек, който все нещо ще изкяри (обикновено – за чужда сметка). А ако случайно загази – знае как да се измъкне.	an	[Зад публичния й образ на самата невинност се крие хитра хиена, която се забърква в скандални схеми без да й мигне окото, твърди в. "Уикенд".;Жалко, че трябва да дам всичките на оная хиена.;Зла хиена е тази жена, с престъпно мислене, крайно опасна за САЩ и света.;Получи го след като видя как последните престъпления на престъпната банда от алчни партийни хиени превърнаха народа и децата ви във вечни техни и чужди финансови длъжници и икономически роби.]
BG1046	хитрец	noun	Synset('btbwn-018000655-n')	['хитрец', 'хитруша', 'хитрица', 'тарикат', 'тарикатка', 'шмекер', 'шмекерка', 'дявол', 'лисица', 'шейретин', 'лисугер', 'хитрушко']	noun.person	Хитър, лукав човек.	cds	[Гледай го, хитреца, как хванал Библията да ни чете като дявол Евангелието.;Абе, хитрец, шофьорите са едни от най-платените в България, заплатите им стигат до 2500€.;Патриархът на Москва и на цяла Русия Кирил e второразрядно съветско ченге и хитрец, известен като „цигарения митрополит на Русия”.]
BG1359	хомосексуалист	noun	Synset('btbwn-018001792-n')	['гей', 'хомосексуалист', 'хомосексуалистка', 'обратен', 'обратна', 'педераст', 'педал', 'лесбийка', 'манаф', 'манафин', 'мъжеложец']	noun.person	Човек, който изпитва полово влечение към лица от своя пол и влиза в интимен контакт с тях.	om	[Той се оказа стерилен, дърт хомосексуалист с проблемна простата.;Вместо гелосан хомосексуалист са написали гелосана мъжка мастия.;Мрази цигани и хомосексуалисти.]
BG700	хуй	noun	[no_synset]	[no_synset_lemma]	 	Освен мъжки полов орган, думата „хуй“ може да бъде използвана за обръщение към някого, който е направил грешка с цел натякване на грешката му / й.	asm	[Но тя най-нагло ми отговори, че го правела от съжаление към мен и за да ми повдигнела самочувствието, щото ме виждала какъв заспал хуй съм.;Ако госпожа Журналастика извади хуя от устата си и се разприказва - държавата ще се обърне наопаки.;Не мога, аз съм хуй безотговорен.;Абе, хуй сплескан, хайде ела и ми покажи кое лайно по градинките е човешко, защото аз не съм виждал, а ти, като си обираш лайното на песа, ми кажи пикнята от земята, автомобилни гуми, дървета и т.н. как я събираш, светни ни.]
BG962	хулиган	noun	Synset('btbwn-018000441-n')	['хулиган', 'гамен', 'уличник', 'хулиганка', 'гаменка', 'гаменче']	noun.person	Невъзпитан човек, който грубо нарушава обществения ред и спокойствието на хората.	dmc	[Лидерът на НФСБ Валери Симеонов окачестви поведението на обвиняемия Васил Божков с "невъзпитано хулиганче" на улицата, което "набарало спрей и пръска минувачите".;Ние тук си блъскаме главите и напразно се опитваме да вкарваме сложната противоречива загадъчна фигура на нашия орел дон Реба в един ред с Ришельо, Некер, Токугава Иеясу, Монко, а той се оказа дребен хулиган и глупак!;Най-любопитното е, че той се обръща към шибания хулиган на Вие.;Тогава хулигани натрошиха стъклата на Джумая джамия в Пловдив, но не стана ясно дали точно фенове на Локо (Пд) са участвали в тези вандалски прояви.]
BG640	хулител	noun	Synset('btbwn-018002435-n')	['хулител', 'хулителка', 'хулник', 'злоезичник', 'злоезичница', 'злословник', 'злословница', 'хулница', 'ругател', 'ругателка']	noun.person	Човек, който говори, отправя хули, ругатни.	re	[Имаше един Данте, изключително вулгарен хулител, да му се връща всичко до стотинка дано. ;Сали каза, че съм хулител и безбожник.;Преди да сте били някога наш приятел, Вие днес излизате като съдия и хулител на българския народ и с бича в ръка, в преддверието на славянския храм, искате да бъдете олицетворение на висшата правда.]
BG918	хунта	noun	Synset('btbwn-014000220-n')	['хунта']	noun.group	Военна диктатура, установена с държавен преврат.	re	[Разбираме и усещаме само, че ГЕРБ дере кожите ни и ни убива след четиридесет години труд, дадени на тази държавна хунта убийци властимащи!  ;Други членове на чернокожата „хунта“ държаха под прицела на своите винтовки и автомати двестата униформени войници, седящи на същите места, откъдето едно време присъстващите в студиото зрители наблюдаваха местните политически дискусии и телевизионната игра „Обади се по телефона и ще спечелиш“.;Известният д-р Христо Деянов, баща на арестуваната и репресирана от хунтата на ГЕРБ Лиляна Деянова – Лилана, изригна срещу хунтата на ГЕРБ в профила си във Фейсбук.;Браво и джипитата, поддържащи хунтата. Затова избягахме навремето от БГ-то и си плащахме осигуровките в чужбина, и там се лекуваме.]
BG934	цапач	noun	Synset('btbwn-018000608-n')	['рисувач', 'цапач']	noun.person	Слаб художник.	qas	[Накрая писането надделява, когато е на 22 години, защото се бои да не бъде „цапач“.;И кой е този комар по професия цапач, че ни казвате мнението му като новина, замязахте на агенция "Близ"!;Kaто гледам снимките стигам да заключението, че първи осквернители на плочата на Раковски са не цапачите и драскачите, а телефонните и интернет техници, които съвсем безотговорно са инсталирали тези мръсни и грозни кутии на стената до лика на революционера и възрожденеца Г.Ц. Раковски.]
BG933	цапотене	noun	[no_synset]	[no_synset_lemma]	 	Неодобр. Цапам, мърся много; гримирам се прекалено много, тежко.	qas	[Хванат ли го трети път - да чисти три месеца, пък белким се откаже от това цапотене.;Оставям настрани какво точно изобразява паметникът, налице е цапотене в централната част на столицата.;Жените, които открито носели грим, не били почитани, даже напротив – прекаленото цапотене било знак, че дадена жена е проститутка.;Аз се гримирам с мярка и даже предимно съм без нищо по лицето, това цапотене не ни прави по-красиви, а напротив - разваля ни кожата.;Непонятно защо, без никаква връзка с положението, в което се намираше, през ума му прелетя представата за гримирането на Лидия. Всеки път я възпираше, да не прекалява с цапотенето.]
BG2374	циганин	noun	[no_synset]	[no_synset_lemma]	 	Прен. Пренебр. Лъжлив, беден или мръсен човек.	ps	[Методиев категорично отрече това и заяви на евродепутата: "Вие демонстрирате сега, че сте по-нагъл циганин от мен".;Тоя изрод, мръсен циганин, трябва да бъде публично разчекнат... на площада в Русе!]
BG869	чекиджия	noun	[no_synset]	[no_synset_lemma]	 	Мъж, който обича да се самозадоволява.	cds	[Нагъл чекиджия си го извади на спирка в Бургас. ;Заведи я на бирарията с телевизора, за да те види какъв чекиджия си.;Аз се опитах да натисна поне онзи чекиджия Владко, но Методи дръпна и него.]
BG2447	чекиджия	noun	[no_synset]	[no_synset_lemma]	 	Мъж, който не става за нищо и не може нищо. Нищожество.	cds	[Британският политик, който е едно от остриетата в кампанията за напускане на ЕС, определя Ердоган като „страхотен чекиджия" и неблагодарен човек.;Да, бе, да, няма да си говориш с нас, шибан чекиджия такъв — ухилва се Джоунси до уши.;Грамаден и тъп чекиджия, дето се е тъпкал с толкова стероиди, че дребната му патка вече не става за нищо.]
BG2068	чекия	noun	[no_synset]	[no_synset_lemma]	 	Разг. Метод за мастурбация при мъжете.	asm	[По-добре да удариш една чикия на порно, отколкото да се опиташ да го вдигнеш, след като жена ти те посрещне с ролки и пеньоар, люпеща семки в леглото.;Първо си правят чекия, докато гледат малки дечица по бельо в каталога „Джей Си Пени“.;Значи аз ще му пера, чистя, храня и огъвам и накрая и да го оставя да си бие чикии на порното и да се опитвам още повече да му угаждам и да не му преча...]
BG1666	ченге	noun	[no_synset]	[no_synset_lemma]	 	Разг. прен. Полицай.	pa	[Корумпирано ченге хвали Бойко: Горд съм да служа на държава с велик и смел лидер като ген. Борисов!;Само дето едно тъпо ченге се мъчи да усмири квартала.;Питам защо е задължително БСП да е ръководена от ченгета и наследници на бившите велможи?;Не трябва да съди държавата, а тъпото ченге, което не си е свършило работата.]
BG1973	червей	noun	[no_synset]	[no_synset_lemma]	 	Прен. Пренебр. Дребен, нищожен, незначителен човек.	an	[Защото си мръсен червей — каза той. — Защото си неблагодарна и подла като всяка уличница…;Джулиан Асандж беше наречен "жалък нищожен червей" от държавния министър в британското министерство на външните работи Алън Дънкан, според когото основателят на "Уикилийкс" трябва да напусне еквадорското посолство в Лондон и да се предаде на британското правосъдие, предаде Ройтерс, цитирана от БТА.;Волене, червей нещастен, много си сърдит, че пуснаха твои изказвания срещу Бойко.]
BG1936	червен като домат	noun	[no_synset]	[no_synset_lemma]	 	Разг. Много и силно червен; яркочервен.	or	[Композиторът седи в шок, червен като домат от срам.;Понякога сенаторът Труеба се самозабравяше и така се разкрещяваше, че ставаше червен като домат и трябваше да му плиснат каната студена вода в лицето, за да мине пристъпът му на ярост и да му се успокои дишането.;Заместникът на Слави Трифонов в партията му "Има такъв народ" и шеф на ПГ Тошко Йорданов е пламнал като домат при срещата си с председателя на ЕК Урсула фон дер Лайен.]
BG383	черен	adj	Synset('btbwn-000000221-a')	['чернокож', 'черен']	adj.all	Който има тъмна кожа или принадлежи към негърската раса.	ps	[На тоз черен циганин не давам дъщеря си!;Слушай, черньо, ако пак излезеш от къщата без да знам, ще се направя на бръснар и ще отрежа едното от черните ти уши с ей тоя бръснач.;Защото черньо може всичко, иначе е дискриминиран...;Не трябда се чудим защо сега й се лепят само черни и други метиси, това е естествено привличане.;Ама наистина ли с този черен искаш да излизаш?]
BG1877	черна жена	noun	Synset('btbwn-018000156-n')	['негър', 'негърка', 'негърче', 'чернокож', 'чернокожа', 'афроамериканец', 'афроамериканка', 'афроамериканче', 'негроид', 'негроидка', 'черен', 'черна', 'арапин', 'арап', 'арапка', 'арапче']	noun.person	Човек от коренното население на тропическа Африка с много тъмна кожа.	ps	[Серина Уилямс: Дъщеря ми ще бъде черна жена, трябва да я подготвя за трудностите.;Проклетата черна жена искаше да се превърне в това, което мразеше.;Няма какво да очакваш от черна жена - само врява и претенции.;Какво си се захласнал по нея - една черна жена, нито класа, нито стил.]
BG1870	чернокож	adj	Synset('btbwn-000000221-a')	['чернокож', 'черен']	adj.all	Който има тъмна кожа или принадлежи към негърската раса.	ps	[Защо се обаджа този чернокожия?]
BG1074	черноработник	noun	[no_synset]	[no_synset_lemma]	 	Неквалифициран работник, който върши черна работа, занимава се с черен физически труд.	ps	[Колкото и да се пъне, пак си остава черноработник в очите на шефа – за важните решения не го броят.]
BG1074	черноработник	noun	[no_synset]	[no_synset_lemma]	 	Неквалифициран работник, който върши черна работа, занимава се с черен физически труд.	pa	[То несъмнено е по-лесно, отколкото да създадеш от последния черноработник един Бетховен.;Ония горе си делят милионите, а ние тук робуваме като черноработници, без глас, без права.;Машинистът ръководител постепенно престана да цени Захар Павлович: аз, вика, сериозно си помислих, че си издънка на някогашните майстори, а ти си само черноработник, сгур изпод жена!]
BG677	чиновник	noun	[no_synset]	[no_synset_lemma]	 	Прен. неодобр. Лице, което се отнася към работата си формално, бездушно.	is	[„Митрофанова каза, че Петков е „прост чиновник” – това са целенасочени обиди, за да се види, че българският министър-председател рухва и приема обидите”, каза Дайнов.;Иначе не са политици, а плахи като кошути чиновници.]
BG599	човекоядец	noun	[no_synset]	[no_synset_lemma]	 	Първобитен човек, дивак, който яде човешко месо; канибал, людоед.	cds	[Човек, ако не е тъп гаден комунист, сигурно няма право и да боледува в тая просташка държава! Не ви ли омръзна, бе, човекоядци!;Шегата настрана, но в този случай, в очите на голяма част от руснаците Сталин се оказва най-порядъчният човекоядец, който винаги се е борил за мир по целия свят.]
BG1054	чревоугодник	noun	Synset('btbwn-018000759-n')	['гастроном', 'чревоугодник', 'чревоугодница', 'гастрономка']	noun.person	Човек, който си угажда в ядене и пиене.	svp	[Игумен беше владиката Генадий, дебел чревоугодник и сластолюбец.]
BG1054	чревоугодник	noun	Synset('btbwn-018000759-n')	['гастроном', 'чревоугодник', 'чревоугодница', 'гастрономка']	noun.person	Човек, който си угажда в ядене и пиене.	dmc	[Чърчил бил алкохолик, чревоугодник и безскрупулен убиец!;Поп Иван Казакът беше чревоугодник и почиташе много винцето.;Чревоугодник си и нищо повече!]
BG760	чукам	verb	[no_synset]	[no_synset_lemma]	 	Жарг. грубо За мъж - върша полово действие.	qas	[Бъди си гей, ходи си, чукай се някъде си, но не е нужно да го показваш пред други и да се обличаш, като не знам и аз как да го кажа вече.;Ми, чукай се с когото щеш, ама защо?;Да чукам в Студентски град ми звучи адски нехигиенично.]
BG2085	шаблонен	adj	Synset('btbwn-000001616-s')	['шаблонен', 'изтъркан', 'тривиален', 'банален', 'ординарен']	adj.all	Който е лишен от оригиналност, безличен, еднообразен с редица други, не е интересен поради честата си употреба.	cds	[Проектът ти е написан банално, скучно, с типичния шаблонен език на тогавашната журналистика. ;Не забравяйте това, те са силните, не ние, обримчени с мрежите на наложени ни от псевдоморалното общество шаблонни визуси.;"Чувствам се добре и съм здрава, миналото няма значение", тези думи сякаш се превърнаха шаблонен отговор, с който миската вечно отклоняваше въпросите за анорексията, пише "Телеграф".;Известно разнообразие в този шаблонен морски пейзаж внасят хотелските сгради и зелените площади покрай брега.;И с изненада (впрочем, при анализ на демократичната идеология и практика човек в процеса на отърсване от шаблонното си мислене трябва да е готов за всякакви неприятни изненади) ще установим, че на съвременния си етап демокрацията съвсем открито, безсрамно, нагло и безочливо поставя в привилегировано положение всички видове малцинства: расови, етнически, религиозни, сексуални, като респективно по този начин дискриминира всички видове мнозинства.]
BG810	шарлатанин	noun	Synset('btbwn-018001016-n')	['шарлатанин', 'шарлатан', 'шарлатанка']	noun.person	Измамник, който твърди, че притежава знания, умения и способности, които в действителност няма, за да заблуди някого с користна цел.	dmc	[Нарича го шарлатанин и психопат, описва срещата Петър Баков в книгата си „На колене пред Ванга“.;Сега на власт в Русия не са Сталин и Берия, а жалък шарлатанин и шайка офшорни милиардери.;Говоря, разбира се, и за онези болни мозъци в Пловдив, които утре, на изборите, ще хукнат в 6 сутринта да подкрепят кандидатурата на тукашния руски консул, гаулайтер на БСП и обикновен политически шарлатанин - Георги Владимирович Гергов, чийто слоган за кампанията съвършено нагло призовава – "Доверете ми се!"]
BG812	шарлатанство	noun	[no_synset]	[no_synset_lemma]	 	Поведение или проява на шарлатанин.	re	[Не са малко примерите за шарлатанство и на другия лидер на “Продължаваме промяната” - Асен Василев.;Хомеопатията е шарлатанство, целящо да печели бързи пари на гърба на отчаяни и уплашени хора, които нямат елементарна обща култура по химия, физика и биология.;При това нашите експерти явно се занимават със шарлатанство, въпреки интересите на Украйна.;Наричат го съвременно изкуство, ама е шарлатанство в най-чист вид.]
BG990	шваба	noun	[no_synset]	[no_synset_lemma]	 	Остар. Пренебр. Немец.	ps	[Какво ти разбира този шваба от стратегия!;Купища картофи из чиниите само и каша от зеле. А ядат швабите му с шваби, плюскат като разпрани.;Направи го нарочно, швабата му с шваба, само и само да ми покаже, че аз съм невъзпитан, а той е от друго тесто.]
BG88	шега	noun	Synset('btbwn-004000430-n')	['шега', 'закачка', 'смешка', 'номер', 'майтап', 'задявка', 'глума', 'смехория', 'кодош', 'подкачка', 'кодошене']	noun.act	Хитро замислена постъпка, действие, обикновено насочено срещу някого, с подигравателен или шеговит характер.	cds	[Твоето работно място не е работа, това е шега! Никакви отговорности нямаш.;Той като политик е пълна шега.;Ти не си мъж, ти си шега на природата.]
BG1301	шибам	verb	[no_synset]	[no_synset_lemma]	 	Извършва се полов акт без чувства, грубо, неуважително; също и за назидание.	qas	[И аз искам да те шибам аристократично.;Сега Китай ще ги шиба през панталоните, защото с африканци и индианци държава не става.;Боят между младежите обаче тръгва още в магазина след думите на младеж с качулка, който накрая на видеото назовават като Любомир: „Не бе, брат, той ти е приятел, но сега ще те шибам цяла вечер.“;Сами си избрахте да ви шибат тарикатите.;Юксел е бисексуален. Шиба яко и мъже, и жени.]
